lemma,family,rationale,irregular_by_engine,imperfective_stem,perfective_stem,imperfective_root,perfective_root,verified_via
ګرېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ګمراه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ګنجېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ګنسېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ګنګسېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ګورېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ګوزارېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ګوټېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ګوډېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ګوښه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ګوڼېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ګچه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ګډوډېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ګډېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ګیرېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ګېر چاپېره کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
یادېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
یخېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
یرېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
یقیني کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
یو شان کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
یو ځای کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
یوهومره کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
یوځای کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
یوې کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
یېرېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ویل,speech_say,stems وای-/ووای-,True,وای,ووای,ویل,ووویل,local
راوړل,transport_bring,derived bring; both roots راوړل,False,راوړ,راوړ,راوړل,راوړل,local
وړل,transport_carry,irregular perfective ووړ-,True,وړ,ووړ,وړل,ووړل,local
بوتلل,transport_pull_out,multiple stems بیای-/بوځ-,False,,,,,none
