lemma,family,rationale
پړقېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پړکېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پښېمانه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پکېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پیدا کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پیلېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پیمالېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پیوند کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پیچیده کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پیکه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پېش کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پېشنهادېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پېچیده کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پېچېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پېښېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پېیل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ځارېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ځایېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ځغاستل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ځغستل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ځغلېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ځلبلاندېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ځلېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ځنبېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ځنځیرېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ځنډېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ځنګېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ځورېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ځوړندېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ځړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
څارېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
څربېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
څرخېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
څرپېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
څرکېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
څرګنده کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
څرګندېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
څرېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
څملاستل,potential_irregular,ending heuristic (یل/ېدل/ستل)
څوکرېیل,potential_irregular,ending heuristic (یل/ېدل/ستل)
څپېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
څڅېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
څښېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
څکېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
څیرېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
چاغېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
چالو کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
چاودېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
چاپ کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
چاپېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
چاپېره کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
چاپېرېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
چاکېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
چخڼی کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
چر کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
چسپېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
چلېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
چنجنېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
چوخېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
چورلېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
چونګېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
چوپ کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
چوڼېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
چټلېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
چټېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
چپ کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
چپېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
چک کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
چڼکاوېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
چیتېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
چینګېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
چیچړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
چېک کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ډالېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ډامبرېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ډاډه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ډبرېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ډزېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ډنګرېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ډنګېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ډوبېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ډونګېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ډکېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ډیجیټلېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ډېرېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ړندېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ړنګېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ړوندېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ږمنځېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ژدویل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ژوبلېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ژړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ښادېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ښایسته کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ښخېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ښه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ښورېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ښویېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ښوېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ښکاره کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ښکارېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ښکته کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ښکلی کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ښکېل کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ښیل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ښېرازېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
کابو کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
کارېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
کامیابېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
کاوړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
کبابېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
کت کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
کته کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
کجاوې ویل,potential_irregular,ending heuristic (یل/ېدل/ستل)
کرپېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
کرړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
کسکرېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
کش کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
کشفېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
کشېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
کفر ویل,potential_irregular,ending heuristic (یل/ېدل/ستل)
کلوچېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
کلکېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
کلېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
کمزورېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
کمېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
کنده کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
کنټرولېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
کنډوېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
کنګالېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
کنګلېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
کورړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
کوزېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
کولاوېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
کولېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
کومڼېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
کونډېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
کوچېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
کوړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
کوکېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
کویل,potential_irregular,ending heuristic (یل/ېدل/ستل)
کوېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
کټ کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
کټارېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
کړمنېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
کړمېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
کړنګېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
کړوپېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
کړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
کږېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
کښته کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
کښېناستل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ککړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
کڼېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
کیسه ویل,potential_irregular,ending heuristic (یل/ېدل/ستل)
کېناستل,potential_irregular,ending heuristic (یل/ېدل/ستل)
کېناستېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ګارېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ګانې ویل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ګران کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ګردان کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ګردانېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ګرزېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ګرفتارېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ګرمېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ګروهېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ګرځېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ګرړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ګرېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ګمراه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ګنجېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ګنسېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ګنګسېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ګورېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ګوزارېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ګوټېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ګوډېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ګوښه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ګوڼېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ګچه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ګډوډېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ګډېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ګیرېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ګېر چاپېره کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
یادېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
یخېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
یرېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
یقیني کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
یو شان کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
یو ځای کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
یوهومره کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
یوځای کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
یوې کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
یېرېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ویل,speech_say,stems وای-/ووای-
راوړل,transport_bring,derived bring; both roots راوړل
وړل,transport_carry,irregular perfective ووړ-
بوتلل,transport_pull_out,multiple stems بیای-/بوځ-
